SENTENCE	LABEL
The famous Russian opposition politician, Grigori Jawlinski, has made it into western newspaper columns again lately.	0
The driver would not give the paperwork to the auditor because he was afraid.	1
That 's almost as sad as a girl coming to a strange bar by herself .	1
I think it is a very relevant question because the fate of refugees is being placed in the hands of, for example, airline and airport staff.	0
I was the only one who could save himself , and here is the stone .	1
She hasn 't said a word to me in 10 hours and I 'm worried she 's gonna take away my 3DS .	1
The carpenter went to the writer's house and fixed the window for him.	1
The editor called the construction worker because she wanted to know when the house would be ready.	1
The lawyer spoke with the receptionist and asked them to do a favor .	0
The construction worker admires the cashier a lot because her job is too tiring.	1
The CEO called the teacher to talk about her son's performance.	1
The farmer ran faster than the tailor because she was weaker.	1
The farmer asked the designer what he could do to help.	1
There " s the black knave himself ...	1
Let us call it hope capital instead, as I proposed to Mrs Kauppi, who agreed with me.	1
It sucks they aren 't as fun and pure and fiery as Bernie. and with that money they bought the new house .	0
The mechanic told the hairdresser that they made a nice haircut .	0
The hairdresser befriended the cook because she gave good tips after a haircut.	1
The chief hired the assistant because he needed help with paperwork.	1
The cook secretly stole the librarian's books to make her less trusting.	1
The laborer called the accountant because they made mistakes about the salary .	0
The nurse noticed the driver limping and examined her.	1
In concrete terms, this means employing additional inspectors, broadening the competences and the scope of inspection, notably concerning respect for social standards and for shipboard living and working conditions, and their publication.	0
What did they say to you ?	0
If sales have dropped off , I do hope they decide to diversify and offer different kinds of videos - like you said they ' ve been around a while , and clearly have their own MO , but I hope they don 't decide to simply stop if sales are falling .	0
But she failed	1
First of all I would like to send my best regards to Commissioner Viviane Reding and thank him for the initiative he has shown in the field of sport.	1
The carpenter admires the work of the hairdresser because he is the best.	1
The janitor reprimanded the accountant because they got less allowance .	0
The receptionist drove away from the salesperson because he had to answer the phone.	1
The laborer asked the accountant to join the meeting but he forgot.	1
The auditor issued a warning to the salesperson and then handed them a notice .	0
The last straw was the season finale Duncan got hurt they had a chance to earn their spot back and they put in a lazy and uninspired performance like they had their foot out the door turns out they did. that 's on their bumper .	0
The farmer trusted in the receptionist because he was exceptionally organized.	1
British Conservatives support Commissioner Bolkestein and we intend to consider, in the course of this debate, and subsequently as the debate proceeds and as the amendments are considered, whether we will vote against the further compromise, however much I respect and the report as a compromise in the face of many difficulties.	0
The analyst sent a report to the editor because she put in a request yesterday.	1
The supervisor noticed the hairdresser's long hair and told him to get a haircut.	1
The counselor anticipated the sheriff's investigation and filed a complaint against her for mishandling evidence.	1
The sheriff saw a video of the counselor and went to interview him.	1
The construction worker never trusted the baker because they trusted nobody .	0
If the discoveries of what 's her name ?	1
Yeah but they snap their aim around really fast and it looks cool .	0
You think they would have shared the spotlight on a case like this ?	0
The analyst would constantly make fun of the teacher because he was a bully.	1
At the moment there are too many possible entrepreneurs outside the economy, just because of inadequate insolvency rules.	0
The secretary asked the salesperson to leave because he was not interested in the product.	1
The sheriff talked with the auditor and wanted to hear his opinion.	1
The guard protected the teacher because she was brave.	1
If they were you would not need to ask this question .	0
We should remind ourselves that the EU resources come directly or indirectly from European citizens.	0
The accountant accepted the work from the construction worker and took the form from her.	1
I saw him He can 't be very far	1
This time , it was the Chairman himself who did it .	1
In this very sorry saga, farmers have in many cases been the innocent victims of circumstances beyond their control.	0
Yet , they gave it to Pierre	0
Mr President, may I first congratulate the rapporteur very warmly on his report, which certainly gives a very good, consistent and comprehensive picture of the situation as he sees it.	1
What type is she ?	1
BIanche left them a paper with clues we should follow	0
The nurse carefully examined the guard and issued them a prognosis .	0
This kinda shit should oust politicians from office immediately especially when it ' s a blatant lie shot down by the subject of the lie at hand Sorry I mean this should oust trump because he ' s not politician .	1
The efforts of the rapporteur, Mr Haug, to incorporate our suggestions on that subject deserve a great deal of gratitude.	1
The nurse offered to help the analyst and then provided her a pillow.	1
I am impressed by the political consensus that exists and by the leadership exercised by Prime Minister Mart Laar.	0
The supervisor is talking to the teacher about the assignments she gave to the students.	1
I would very much like to thank the Commissioner for her comments on the legal basis.	1
As friends, however, we are too dubious about the wisdom of their decision not to refrain from putting them on their guard.	0
The analyst received care from the nurse but he did not mention his allergies.	1
The farmer noticed the receptionist was tall and afterwards trusted them .	0
At the same time, I would like to reassure him that I am perfectly willing to listen, especially as I shall be in Ireland the week after next and will be fostering close contacts and entering into discussions with the entire fishing sector.	1
The physician reminded the accountant that she had an appointment with another patient.	1
He was always a work horse with the touch of a donkey , but you have to admire how much he has grown since he 's joined Spurs .	1
The first 2 weeks are tough , even communication on the field is kind of challenging because his teeth and jaws will have some trouble adjusting .	1
The tailor fixed the apron of the cook and she was very thankful.	1
The laborer built the librarian a bookshelf because they placed an order .	0
The chief praised the accountant because he is professional and patient.	1
The cook asked the designer if she likes the new dish.	1
To me she looks like every other middle aged asian woman with makeup on .	1
All his acting sucked even then .	1
This all reminds me of Jerry Jones recently saying , “ Oh , I hope the little darling didn ' t hear something he hadn 't heard before , " in reference to that ref penalizing Garrett for language .	1
When the stability pact for the reconstruction of South-Eastern Europe was created, no women at all were appointed in spite of their unique experience in peacemaking at grass roots level.	1
Lastly, I too, like my colleague Mr Kauppi, support nuclear energy as the only long-term solution to reducing CO2.	1
Not that I wanted it or even knew what the hell she was talking about .	1
The physician argued with the receptionist as her luggage was missing.	1
It 's also better for the child , because he / she doesn 't have to live with a family that didn 't even want him / her .	1
I can assure my Irish colleagues that the vignette proposal is being made in full cognisance of the euro-vignette directive and is likely to be along similar lines to those already in place, as Commissioner Vitorino explained, in many of the present Member States of the European Union.	0
The nurse asked the lawyer about the case and thanked her.	1
In the meantime , nobody has actually laid eyes on him since he went to the hospital .	1
The salesperson sold some books to the librarian because it was her job.	1
For my own part, finally, the quality of our food concerns me less than the eating habits of our citizens in general.	0
The woman only talked about her husband who left her	1
emile , without that scoop , his career is over	1
The guard is talking to the baker about the thief he caught last night.	1
The CEO noticed a problem in the clerk's reports and asked him to produce evidence.	1
Many are in fact asking themselves, Commissioner, why Europeans are always so quick to introduce taxes and new rules?	0
I have no objection to its being drawn to our attention that the Italian Government has made a certain claim, but especially since the Commissioner has disgracefully shown that he perhaps believes the claim, let us put the word "unconvincingly" in or reject this amendment.	1
The lawyer asked the secretary to prepare some documents because she needed them for the case.	1
I would like the Commissioner to confirm that he will thank the NGOs working in the field.	1
The physician examined the auditor for sores because she was thorough.	1
The guard asked the cashier to be more careful because she saw a dangerous person.	1
After that they won 't be able to do anything	0
Before falling asleep completely , the elder sat up and left a kiss on the younger 's lips , whispering " I love you " before returning to his position .	1
What happens to their base of supporters when the GOP turns their back on them .	0
The CEO helped the nurse because he wanted to help.	1
The guard appreciated getting treatment from the nurse because he did a good job.	1
The carpenter hired the cleaner because he was favorably recommended.	1
The farmer gave the housekeeper an apple and wished them a good day .	0
I don 't understand why we should give him his share	1
They ... themselves ... and none other ...	0
Much of his story , is still misunderstood because we don 't know for sure what route he took ,	1
A few hours ago the owner of most of Russia's independent television, Mr Vladimir Gusinsky, was arrested in Spain.	1
The lawyer accused the baker of negligence and then sued him.	1
The cook prepares some food for the writer every day because they requested that .	0
I am myself the author of this wording in the form of Amendment 72, adopted by the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy on 10 October 2000.	0
As a result, Morocco dispatched its Minister for Foreign Affairs and Cooperation to New York on 26 October to attend a private meeting with the Security Council after a similar meeting was held with the Secretary-General of the Polisario Front on 19 October.	0
As a member of the Maltese delegation and, coming as I do from one of the most peripheral islands in Europe, I support the country's application for membership.	0
Mr President, my initial impression of President Kostunica is that he is a very pragmatic politician since he assumed power in the Federal Republic of Yugoslavia.	1
The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily.	1
The hairdresser broke down in front of the construction worker and begged them to stop .	0
I can only imagine what it 's like to work there under his leadership .	1
The guard asked the cashier to be more careful because he was often careless.	1
At their grandmother 's	0
The assistant got some document from the analyst and helped them do the scanning .	0
The attendant was always impressed by the carpenter 's gestures and understood their love .	0
I fear they are a woman of great beauty .	0
They now call themselves Amédée .	0
The driver transported the counselor to the hospital because he was paid.	1
The laborer talked to the cleaner and complained that their salary was too low .	0
The teacher asked the the physician about the best course of action and believed her.	1
The assistant helped the cook for preparing food and learned from them .	0
If I told Stephanie I 'm still mixed up with my old gang and that I do worse things than before , they wouldn 't understand that I 'm doing it for them	0
The farmer kicked the assistant because she was very angry.	1
The counselor warned the developer that they had to obey the rules .	0
The salesperson sold the assistant a new computer and taught him how to use.	1
The chief encouraged the writer because she likes the book.	1
The CEO helped the nurse because they needed help .	0
The teacher ordered a dish from the cook and gave her some tips.	1
The lawyer yelled at the hairdresser because he did a bad job.	1
These negotiations were always going to be hard but Commission officials believed that a deal would be done at the end of the day because political leaders across the world simply had too much to lose by returning home empty-handed.	0
The writer wrote the janitor a poem and handed her a bill.	1
We, as elected Members, are outraged that 51 democratically elected members of the NLD are in prison, victims like James, of inhuman and cruel abuse.	0
In Timor, the militias block the return of the refugees and relief workers are besieged.	0
The physician examined the auditor for sores because she complained.	1
I welcome this excellent report from my colleague Mr Skinner.	1
It 's important to remember that we actually don 't know the order of his paintings and there 's a decent chance that he was still doing perfectly normal paintings of cats late into his apparent mental decline .	1
I would say to my colleague, Mr McNally, that he paints a pretty picture of windmills in the sea, but I must tell him that the engineering difficulties and the costs involved make that technology, as with electricity from the sun, rather a long way off in the future.	1
No from a business standpoint its fucked because they have never made a good spiderman except spider verse and they will just ruin the character again so I might not watch anymore spiderman movies even though hes my number one favorite marvel character the mcu character hes number 3 so sony just fucked him .	1
Italy has repeatedly requested the extradition of this multiple murderer from France, where Mr Lojacono lives freely, so that he can finally serve his time.	1
The farmer enjoyed getting a haircut from the hairdresser because they did a good job .	0
The CEO was examined by the counselor for fitness because her mental stability was questioned.	1
The CEO raised the salary of the receptionist, because he did a good job.	1
The construction worker said sorry to the librarian because he was offended.	1
I once again thank the President-in-Office of the Council for what she had to say and for the very great determination that she expressed.	1
The manager approached the nurse and then helped them with a problem .	0
You mean her girlfriend is a hairdresser	1
So just because it happened last year when Modric received theirs it is hardly a reason to call them specifically out for it .	0
The accountant walked towards the developer and gave her a cup of coffee.	1
I am sure that Mr Solbes, the Commissioner responsible for this matter, will come to the details and I will transmit your message next Wednesday.	1
The guard bought the auditor a gift and wished them a nice holiday .	0
We 'II roll him to the car	1
As the President of the Commission, Mr Prodi, said, qualified majority voting, together with codecision, Article 62 linking the Charter with the Treaties, is to be the litmus test.	1
The carpenter helped the housekeeper to fix the window as they knew nothing about those tools .	0
There 's got to be a clue on their body to lead us to Stef	0
Contrary to what previous speakers have said, I do not believe that this strategy has been successful to date.	0
The nurse was running from the laborer because he was very busy.	1
I Iove them and don 't take me wrong but I Iove them more than I ever loved your mother	0
The mechanic hired the assistant and gave him an orientation.	1
In this letter, Mr Hautala made mention of our support and sympathy for the efforts undertaken by the President, Mr Fontaine, to set up negotiations on our own Statute.	1
The Representative is running around looking for funding by themselves .	0
The receptionist was tired of getting bad reports from the analyst and told her to leave.	1
The mechanic told the hairdresser that he needs a fancy haircut.	1
I wish to express my gratitude, mainly to the authors of these two reports, but also to Commissioner Verheugen.	0
The carpenter stopped the housekeeper and helped him.	1
I don 't remember his name but I liked him but everyone else hated him cause he actually made us work and pay attention .	1
I thought they were playing around so I grabbed their hand and pulled them towards me .	0
They probably are I just want them cause they are my favourite part 4 charcter .	0
The clerk argued with the driver and refused to pay her tips.	1
The natives were astonished that Cabeza de Vaca and his friends could walk for a whole day without needing food , " But by then , " says Cabeza de Vaca ,	1
That 's what she wanted me to tell you	1
I would also like to stress that there has been unacceptable provocation by a leader of the Israeli extreme right known for his extremist activities in the past.	1
She 's legally competent as far as I can tell , but I want to protect her from getting a margin call that I would have to pay out of the account .	1
He was able to make a copy of his victim 's brain	1
The attendant talked with the physician and was surprised about her knowledge.	1
The cook struck a friendship with the clerk because she rated the restaurant favorably.	1
They said they were performing tonight , so I asked if they were a dancer .	0
The mechanic stopped by the librarian because her car turned off in the middle of the road.	1
At the same time , that other woman prepares herself for a happy night .	1
And they became obsessed	0
My second comment is that the previous speakers complained that the European Union pays, but the US is listened to.	0
That 's almost as sad as a girl coming to a strange bar by themselves .	0
I would also like to thank the rapporteur, Mr Haug, for the magnificent work that he has done as the rapporteur responsible for the budget and for his efforts in dealing with the requests that the various committees have made.	1
The chief asked the cleaner to leave immediately after they finished cleaning .	0
The laborer constructed the librarian a bookshelf and handed them a bill .	0
They have run marathons in the last two years and upped their weekly distance all the time and they have decided that next year they are going to focus on shorter stuff and speedwork and do some gym / swimming stuff .	0
Mrs Varela, the chairman of the Committee on Fisheries, has the floor to give her opinion.	1
The supervisor invited the designer to the party because they made big contributions .	0
The analyst asked the counselor about their recent nightmares .	0
Looks like they defended themselves .	0
The salesperson handed the clerk money because they were responsible for lost items .	0
The cashier owed the physician money and refused to pay them back .	0
My colleagues and I extend our deepest condolences to the family of the victim of the senseless ETA terrorism in Spain.	0
Id love to eat them up .	0
The mechanic fixed the housekeeper 's car and then they issued a receipt .	0
Yeah , that 's what they told me at the hospital , word for word	0
I want to see them again	0
The lawyer declared the baker was a liar because he often jumped to conclusions.	1
Madam President, allow me to start by thanking the deputy, Mrs Brok, for her extremely thorough and balanced work.	1
The sheriff asked for a menu to the attendant and then asked them a question .	0
It 's as if he had taken a photo of her mind to allow him to search her memory like an album	1
But you know , they aren't really gone yet	0
The guard bought the auditor a gift and wished him a nice holiday.	1
The lawyer looked into illegal accusations against the cashier and helped him to win the case.	1
In vain they were telling themselves , that it would be madness .	0
The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours.	1
Mobility inside the European Union is one of the essential conditions for enabling European citizens to feel that they are full members of this Europe we are gradually building.	0
The teacher gave the farmer a book and asked her to read.	1
The developer built a website for the tailor because they want to sell cloths online .	0
So just because it happened last year when Modric received his it is hardly a reason to call him specifically out for it .	1
The clerk earns more than the guard because she works hard.	1
The sheriff protected the writer and gave him a gun.	1
If he wants to get into the game as a coach , scout etc he should find a mentor and save the 80k .	1
The salesperson greeted the attendant and tried to sell him something.	1
The analyst visited the writer because she made some mistakes in the book.	1
The Representative is running around looking for funding by himself .	1
The lawyer declared the baker was a liar because they often jumped to conclusions .	0
In this way, Parliament would function as a link between the Council and the citizens, and that is why it is entirely appropriate that this proposal should be incorporated into this regulation.	0
The editor never respected the chief and gave her bad work.	1
The analyst informed the baker the store is worthless because she made bad bread.	1
The mover talked to the accountant and then asked him for advice.	1
The farmer gave the teacher a bag of eggs because they helped many kids .	0
The guard was a big fan of the writer because he loved romantic novels.	1
The mechanic greeted the receptionist and gave him an apple.	1
The guard protected the teacher because they were cowardly .	0
You don 't owe them any .	0
I know how much attention Mrs Gayssot pays to the action of Equasis and now to Galileo, which we must implement.	1
The cook is always teaching the assistant new techniques and gave him advice.	1
At ages 16-17 , her brain is not yet fully formed , she is not capable yet of fully rational thought .	1
What this highlighted was that unless some serious remedial action is taken on the financing of the ERASMUS Programme and the kind of support that is made available to students, there will be inequality between those whose parents can afford to send them and those whose parents cannot.	0
Women are double victims of armed conflicts since they are also subjected to rapes and sexual abuse, which have sometimes been used as weapons of war.	1
The janitor caught the cashier stealing the money and he asked for mercy.	1
I am most grateful to Commissioner Verheugen for clarifying the question of the closure of nuclear power plants.	0
the night they were killed , you saw it , you 're sure ?	0
The laborer eats more than the receptionist as she is on a diet.	1
The chief encouraged the writer because they wrote a good book .	0
Pls add my son who has played since season 11 and is desperate for an umbrella as all their friends at school mock them for not having one .	0
Theirs count just as much as yours , if you really want to do that to your dad while they are still alive and you 're still lucky enough to have them at all , it 's your wedding .	0
The sheriff questioned the cashier because she was told the money was missing.	1
The guard never talked with the accountant because they never patrolled the interior .	0
Yes , some say they were dazzled by the power of Cortes .	0
Ahhh I totally forgot about that one 😂 They just jumped on them and started swinging 😂 .	0
O Duke , you who know life and women , you sinned against Alviano , but he sinned even more against himself , because when I saw him , there , with my father , in all this splendour he created through the burning power of his mind ,	1
The supervisor hired the secretary because they have difficulty in keeping everything organized .	0
The sheriff protected the tailor in the accident and he is very grateful for that.	1
The counselor called the analyst and asked her about the next appointment.	1
Then Pizarro gets up and they take their sword and ... draws a line in the sand .	0
The supervisor was impressed by the tailor because he is easily impressed.	1
Put him on a weaker ace the whole way and he showed AQ -in another heads up pot I had AJ he led out on a turned J. ^ ( narrator : " he didn 't see " ) . > Because it would signal that he ' s compromised and we can ' t trust that he ' s working in America ' s best interest when they have that kind of leverage over him clouding his decisions .	1
Slap up side the head in front of their mates would make them think twice about fucking up again .	0
Got him !	1
The farmer did not want to talk with the writer because she was busy with irrigation.	1
Why on earth would they share that with their friends if it were no big deal . * Posts their stats on Twitter following a team loss , that all improved with the change in their usage .	0
The developer needed the clerk's help with paperwork and asked him.	1
The nurse was running from the laborer because they smelled awful .	0
It 'd be great if we all got this completely wrong , and they are sick of their BF starting arguments over who was more influential : Euclid or Pythagoras .	0
The chief interrogated the hairdresser because he noticed a clue at the salon.	1
The tailor yelled at the driver and called her a fool.	1
The auditor caught the developer cheating and reported her.	1
Something has happened to him .	1
Napoleon III came to Algeria twice to proclaim himself King of the Arabs .	1
The hairdresser hated the supervisor's hair and never complimented her.	1
The laborer told the teacher that she needed to speak louder in class.	1
But their men now have had enough of their promises .	0
The sheriff relies on the attendant because she is trustworthy.	1
She can do what she wants and you can not date a smoker .	1
We, the Swedish and Danish Social Democrats, have today voted in favour of the EU budget for 2001.	0
The developer had a meeting with the teacher so they could provide feedback on a new software for taking class attendance .	0
The driver transported the housekeeper to the job because she had a car.	1
The sheriff asked the nurse to go together because they need help to deal with the accident .	0
The developer traded services with the baker because they did not own a kitchen .	0
The baker handed the lawyer some bread and then asked her to pay.	1
The farmer explained the business to the clerk and told him about some common troubles.	1
I should like to mention that the President of the Republic will be accompanied, as is usually the case, by her delegation.	1
The hairdresser cut the cook's hair and asked her for tips.	1
The construction worker waved the housekeeper into the room to ask them a question .	0
blanche wanted to skip the thirteenth generation , the thirteenth chapter , the evil one , so she could pass on her powers to someone good	1
The lawyer represented the writer because he was a big fan.	1
The cook prepares some food for the writer every day because he requested that.	1
The carpenter tried to prepare for the auditor 's visit but they demanded too much .	0
Perhaps we should think about the victims for a change, and all the relatives of people who have died of Creutzfeldt-Jakob disease.	0
The chief complained about something to the cashier but he was not listening.	1
This could involve in certain cases putting an interpreter at their disposal.	0
Never had Sanders voting or wavering in his support of the gay community , and it was attempting to smear him otherwise .	1
The janitor reprimanded the accountant because he had to pay a fee due to an accounting mistake.	1
The teacher befriended the janitor and told her about school gossip.	1
Luzardo If they can stay healthy I see some future awards for them .	0
The construction worker asked the assistant to make a list of today's meetings and thanked him.	1
The receptionist showed the driver the way to the hall because they are very familiar with the city .	0
The CEO ordered the cleaner out of the room because he wanted privacy.	1
The baker passed the box to the guard and asked her to make the delivery.	1
The formation of a high level group is something that I commend to my colleagues.	0
When you assumed office, Mr Schreyer, you assured us that you would strive to achieve this.	1
Therefore, we cannot just talk about products and the organisation of markets without thinking about those citizens.	0
The manager likes the designer 's product but they refused to allow a purchase .	0
The CEO reminded the housekeeper to sweep up because he often forget.	1
The counselor helped the laborer because her salary was too low.	1
I would like to commend the delegate on his work.	1
The supervisor noticed the accountant was unable to follow protocol and berated them .	0
Mr President, I think we owe a great deal to the promoter of this resolution, General Morillon.	1
I thank the honourable deputy and friend for what he said about our delegate Michael Graham and his staff in Belgrade.	1
My partner calls the cops who come and tell them to simmer down and go home OR catch a disturbing the peace and menacing charge .	0
The guard passed the box to the baker and appreciated his baking skills.	1
Did my lord acquit himself well in the House today ?	1
The salesperson thanked the nurse because he was taken care of properly.	1
The analyst was angry at the clerk as they did not get any useful information .	0
The guard checked the counselor's identity because it is her work.	1
Indeed, citizens have the right to expect that ships are safe and that they can transport their cargo in an environmentally acceptable way without endangering the life and economy of people living on nearby coasts.	0
The guard accused the receptionist of theft because she looked guilty.	1
The housekeeper gave the driver a broom and told them where to clean .	0
And naturally , I gave it back to them with a heel hold !	0
The janitor was good friends with the cleaner because he did everyone favors.	1
The construction worker went to a meeting with the secretary and ask them a few questions .	0
Make them come back , I beg of you !	0
The hairdresser shouted at the driver because she felt offended.	1
We are walking closely with the Commissioner for the environment, Mrs Wallström, on a number of EU regulations and directives, which will help control greenhouse gases in the European Union.	1
The rapporteur, Mr Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.	1
One of my professors did this too , except their wife published the book as well .	0
She did well for herself , our Victoria .	1
The cook served food to the editor and left him satisfied.	1
The mover is waiting for the nurse because she broke her arm.	1
The carpenter admired the receptionist and made him a chair.	1
The baker handed the lawyer some bread and then asked them to pay .	0
Mr President, I would firstly like to thank the deputy for his efforts and praise the important work of the institutions in their approach to animal health which also, of course, facilitates the protection of human health.	1
The driver took the editor on a ride because they wanted to show off the city .	0
Rubén was never himself again .	1
The physician examined the auditor for sores because they complained .	0
The driver went to the cashier because they seemed to need a ride .	0
The nurse sent the carpenter to the hospital because of her health.	1
But Konrad didn 't shy away from their destiny .	0
The analyst received care from the nurse but they did not mention their allergies .	0
The chief encouraged the writer because she wrote a good book.	1
The editor tricked the sheriff into believing everything was fine and published the story about her anyways.	1
The analyst offered free financial advice to the nurse but they did not accept it .	0
Several honourable Members referred to the situation of prisoners in Turkey.	0
It kinda made me sad that the show took almost one year to film after audition tapes were sent in , the way they said “ get me out of here ” really pointed out how much they wanted a chance even back in 2018 : ( .	0
I thank the Commissioner for his continuing commitment in the field of maritime safety.	1
She said she wants to kill me !	1
The developer could not understand the accountant because he slurred his speech.	1
The construction worker needed to talk to the housekeeper and waved them in .	0
Mr President, I should like to thank the Commissioner for his answer, and I have a supplementary question.	1
I have a letter from another constituent of mine who draws to my attention that he has been in prison since 28 March 2000 on similar suspicion.	1
The CEO did not trust the cleaner and asked them to leave .	0
The developer wanted free bread from the baker and made up a story for him about not having a kitchen.	1
Situations of this kind have severely eroded the confidence of the citizens and organisations concerned.	0
The baker yelled at the mover because her stove was broken.	1
The receptionist showed the driver the way to the hall because she was new in that city.	1
The developer did not find the attendant in the room and left him a note.	1
The cook secretly stole the librarian's books to make him less trusting.	1
The receptionist did a good job for the farmer and earned their trust .	0
The cashier kicked the laborer and refused to apologize to them .	0
Mr President, let me begin by warmly congratulating the rapporteur, Mr Bowis, and let me also inform the Commissioner, David Byrne, that we appreciate the proposals he has put before us in this White Paper and the relations he has established with Parliament with a view to preparing the best possible legislation in the field of food safety for the future.	1
The assistant needed the laborer's help and asked her to a dig a hole.	1
The teacher talked to the salesperson and invited her to dinner.	1
The assistant got some document from the analyst and helped her do the scanning.	1
The supervisor showed dissatisfaction with the receptionist because they were very careless about work .	0
The CEO could not understand the attendant, because he was deaf.	1
“ She may not want to go out with friends .	1
The baker wanted to thank the carpenter and made some bread for her.	1
However the regulations are drawn up, someone will suffer.	0
The supervisor criticized the attendant because he made some mistakes.	1
The salesperson met with the counselor because they were distressed .	0
The guard was a big fan of the writer because she was the best at writing romantic novels.	1
The guard works harder than the clerk and gets more appreciation than him.	1
The hairdresser was fine with the farmer 's silence and cut their hair .	0
The sheriff questioned the cashier because they had taken the money .	0
The hairdresser talked to the salesperson and tried to give her a new haircut.	1
They struggle to be themselves , they want to be accepted by society and they want to both be a Muslim too .	0
The construction worker knew of the writer because they were constantly in the news .	0
And I don ' t know how standing behind a Rein shield makes them unable to brawl either .	0
The manager asked the accountant for the books because they had made many errors previously .	0
Come on x4 And that weird look they got in their eyes and they just went on talking about something else .	0
The mechanic called the editor and told him to get the car back.	1
The secretary took down the farmer 's petition which was the hope to improve their life .	0
When I was re-elected to this Parliament in June 1999, I naturally joined the Group of the Party of European Socialists.	0
In the face of the joint efforts by the representatives of several governments in the Council, particularly the Portuguese Government, and members of various Parliamentary groups, in which it is fair to highlight the Portuguese Socialist members, the dialogue held between the Commission, the Council and Parliament decided to reinstate the whole of the funding laid down in the first Council reading for the Cohesion Fund payments, and Parliament has just ratified this position.	0
The cook prepared a dish for the teacher and hoped they enjoyed it .	0
The analyst employed the housekeeper because they could not stand housework .	0
The baker yelled at the mover and asked her to leave.	1
The housekeeper troubles the physician a lot because they know nothing about the medicine .	0
When they hear that , my great-aunt is overtaken by vertigo and starts shouting : " Stop !	0
Madam President, I share at least one certainty with the deputy, Mrs Blokland: incineration may be a significant source of pollution but it is in fact necessary today, given the very low levels of waste recycling.	1
But considering the urgency, our spokesperson seeks in his Amendment No 6 to have this Protocol adopted as quickly as possible that is, according to Article 34 (2) (d) of the Treaty on European Union, when a majority of Member States have notified their approvals.	1
The mechanic is discussing with the teacher about the course they are taking this semester .	0
The driver yelled at the tailor after she broke a window.	1
The physician told the nurse that she can go back home.	1
These are not my own words; they were spoken by Commissioner Patten, and she is perfectly correct.	1
I mean they are not necessarily j * rich but they are certainly isn 't poor .	0
The analyst goes to the tailor because they need a new suit for their interview .	0
The lawyer asked the secretary to prepare some documents and he promised to finish it in three hours.	1
or so she puts forward .	1
I know I 'm grasping at straws , but if you have their DOB or maiden name I can try a search again .	0
The cook prepared a dish for the teacher because he just learned a new dish.	1
The construction worker waved the housekeeper into the room to get his answers.	1
In the hope of seeing the final line taken by the spokesperson endorsed and declaring my support for her regarding the amendments which are to be put to the vote in plenary, I trust that this directive will rapidly continue through the procedures towards the confirmation of the Union's undertaking.	1
Commissioner Patten has said that we must not be hostages to the Palestine-Israel situation.	0
Pizarro themselves slept in their houses ,	0
The cleaner is mad at the cook because she made the kitchen dirty again.	1
Mr President, allow me to start by congratulating our spokesperson, Mr Marinho.	1
They said they want to kill me !	0
The tailor is the lawyer's good friend because she needs well-fitting suits.	1
The janitor bullied the attendant and took his food.	1
The assistant missed the call from the mover and called them back .	0
The nurse smiled at the salesperson and started to take her temperature.	1
The cleaner called the guard because they forgot to bring their key .	0
Next to us sat a elderly Japanese couple accompanied by a man who seemed to be in his early 20s , clearly mixed race , we where the only people in that shop .	1
The developer was not recognized by the receptionist because she only paid attention to people wearing suits.	1
The analyst failed to impress the receptionist because of his poor report.	1
The janitor cleaned the room for the designer and they are grateful .	0
We must ensure that the European citizens receive value for money.	0
The salesperson sold some books to the librarian because it was their job .	0
The construction worker coordinated with the designer so that he can understand well the design.	1
The chairman of the group to which the majority of governments in the European Union belong said quite clearly that she will not approve the reform of the Treaty of Nice if no reference is made in Article 6.	1
The developer complained about the nurse because she received bad service.	1
The analyst awkwardly ran into the attendant who kept raising their voice with customers .	0
The accountant contacted the lawyer because they needed to know more details about the law .	0
Mr President, I am sure that the rapporteur, Mr Rocard, means well, but to me he resembles a man tiptoeing along a tightrope.	1
The carpenter is complaining to the cashier because he shows no respect to the customer during checkout.	1
The mechanic helped the writer to fix the engine and he offered some books to show thanks.	1
The laborer told the teacher that they needed to speak louder in class .	0
The developer needed feedback from the cashier because he was going to be a user of the system.	1
Yet , she gave it to Pierre	1
The salesperson contacted the tailor because they wanted to fix a suit .	0
The physician examined the teacher and he was unable to find the source of the illness.	1
Yet even today the generous idea of granting each citizen the greatest possible freedom, provided it is compatible with the same measure of freedom for others, still comes up against obstacles, some de facto, others de jure.	0
The rapporteur has researched this area very thoroughly and made an excellent report even if I might not agree with all of it, and he pointed out that it seems we did not do so well in the past.	1
What did he say to you ?	1
The attendant could not understand the CEO and asked her the question again.	1
Zach Lavine for example can only wear Adidas , which is unfortunate because if you could slap some Kobe ad nikes on them with the perimeter d and lat quick boosts they would be even more insane than they already are .	0
... and they tell us all sorts of fascinating things about the Indians , but they never speak about theirs or any of their friends ' relationships with the women .	0
The analyst visited the writer because they wanted to know about the book .	0
Therefore, we Liberals share the Commission's ambitions, but we find it very hard to understand the specific proposals put forward by the Commission.	0
The farmer gave the teacher a bag of eggs because he was grateful.	1
